Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
1,Titanic,"$1,843,314,226","$600,788,188",32.6%,"$1,242,526,038",67.4%
2,The Lost World: Jurassic Park,"$618,638,999","$229,086,679",37%,"$389,552,320",63%
3,Men in Black,"$589,390,539","$250,690,539",42.5%,"$338,700,000",57.5%
4,Tomorrow Never Dies,"$333,011,068","$125,304,276",37.6%,"$207,706,792",62.4%
5,Air Force One,"$315,156,409","$172,956,409",54.9%,"$142,200,000",45.1%
6,As Good as It Gets,"$314,178,011","$148,478,011",47.3%,"$165,700,000",52.7%
7,Liar Liar,"$302,710,615","$181,410,615",59.9%,"$121,300,000",40.1%
8,My Best Friend's Wedding,"$299,288,605","$127,120,029",42.5%,"$172,168,576",57.5%
9,The Fifth Element,"$263,920,180","$63,820,180",24.2%,"$200,100,000",75.8%
10,The Full Monty,"$257,938,649","$45,950,122",17.8%,"$211,988,527",82.2%
11,Star Wars: Episode IV - A New Hope 1997 Special Edition,"$256,905,873","$138,257,865",53.8%,"$118,648,008",46.2%
12,Hercules,"$252,712,101","$99,112,101",39.2%,"$153,600,000",60.8%
13,Bean,"$251,212,670","$45,319,423",18%,"$205,893,247",82%
14,Face/Off,"$245,676,146","$112,276,146",45.7%,"$133,400,000",54.3%
15,Batman & Robin,"$238,207,122","$107,325,195",45.1%,"$130,881,927",54.9%
16,Good Will Hunting,"$225,933,435","$138,433,435",61.3%,"$87,500,000",38.7%
17,Con Air,"$224,012,234","$101,117,573",45.1%,"$122,894,661",54.9%
18,Dante's Peak,"$178,127,760","$67,127,760",37.7%,"$111,000,000",62.3%
19,Flubber,"$177,977,226","$92,977,226",52.2%,"$85,000,000",47.8%
20,George of the Jungle,"$174,463,257","$105,263,257",60.3%,"$69,200,000",39.7%
21,Scream 2,"$172,363,301","$101,363,301",58.8%,"$71,000,000",41.2%
22,Contact,"$171,120,329","$100,920,329",59%,"$70,200,000",41%
23,Speed 2: Cruise Control,"$164,508,066","$48,608,066",29.5%,"$115,900,000",70.5%
24,Alien: Resurrection,"$161,376,069","$47,795,658",29.6%,"$113,580,411",70.4%
25,The Jackal,"$159,330,280","$54,930,280",34.5%,"$104,400,000",65.5%
26,The Devil's Advocate,"$152,944,660","$60,944,660",39.8%,"$92,000,000",60.2%
27,The Devil's Own,"$140,807,547","$42,868,348",30.4%,"$97,939,199",69.6%
28,Anastasia,"$139,804,348","$58,406,347",41.8%,"$81,398,001",58.2%
29,Conspiracy Theory,"$136,982,834","$75,982,834",55.5%,"$61,000,000",44.5%
30,Anaconda,"$136,885,767","$65,885,767",48.1%,"$71,000,000",51.9%
31,Seven Years in Tibet,"$131,457,682","$37,957,682",28.9%,"$93,500,000",71.1%
32,L.A. Confidential,"$126,216,940","$64,616,940",51.2%,"$61,600,000",48.8%
33,I Know What You Did Last Summer,"$125,586,134","$72,586,134",57.8%,"$53,000,000",42.2%
34,Donnie Brasco,"$124,909,762","$41,909,762",33.6%,"$83,000,000",66.4%
35,Star Wars: Episode V - The Empire Strikes Back 1997 Special Edition,"$124,830,460","$67,597,694",54.2%,"$57,232,766",45.8%
36,Volcano,"$122,823,468","$49,323,468",40.2%,"$73,500,000",59.8%
37,Mousehunt,"$122,417,389","$61,917,389",50.6%,"$60,500,000",49.4%
38,Starship Troopers,"$121,214,377","$54,814,377",45.2%,"$66,400,000",54.8%
39,The Saint,"$118,063,304","$61,363,304",52%,"$56,700,000",48%
40,The Peacemaker,"$110,463,140","$41,263,140",37.4%,"$69,200,000",62.6%
41,The Game,"$109,423,648","$48,323,648",44.2%,"$61,100,000",55.8%
42,Star Wars: Episode VI - Return of the Jedi 1997 Special Edition,"$89,388,357","$45,470,437",50.9%,"$43,917,920",49.1%
43,Spawn,"$87,840,042","$54,870,175",62.5%,"$32,969,867",37.5%
44,Home Alone 3,"$79,082,515","$30,882,515",39.1%,"$48,200,000",60.9%
45,Austin Powers: International Man of Mystery,"$67,683,989","$53,883,989",79.6%,"$13,800,000",20.4%
46,Wag the Dog,"$64,256,513","$43,061,945",67%,"$21,194,568",33%
47,In & Out,"$63,856,929","$63,856,929",100%,-,-
48,Kiss the Girls,"$60,527,873","$60,527,873",100%,-,-
49,Jungle 2 Jungle,"$59,927,618","$59,927,618",100%,-,-
50,Mortal Kombat: Annihilation,"$51,376,861","$35,927,406",69.9%,"$15,449,455",30.1%
51,Breakdown,"$50,159,144","$50,159,144",100%,-,-
52,Absolute Power,"$50,068,310","$50,068,310",100%,-,-
53,Money Talks,"$48,407,611","$40,922,619",84.5%,"$7,484,992",15.5%
54,G.I. Jane,"$48,169,156","$48,169,156",100%,-,-
55,The Rainmaker,"$45,916,769","$45,916,769",100%,-,-
56,Cop Land,"$44,862,187","$44,862,187",100%,-,-
57,Nothing to Lose,"$44,480,039","$44,480,039",100%,-,-
58,Picture Perfect,"$44,332,015","$31,407,873",70.8%,"$12,924,142",29.2%
59,Amistad,"$44,229,441","$44,229,441",100%,-,-
60,Soul Food,"$43,700,855","$43,700,855",100%,-,-
61,The Edge,"$43,312,294","$27,873,386",64.4%,"$15,438,908",35.6%
62,Boogie Nights,"$43,101,594","$26,400,640",61.3%,"$16,700,954",38.7%
63,Private Parts,"$41,230,799","$41,230,799",100%,-,-
64,Jackie Brown,"$39,673,162","$39,673,162",100%,-,-
65,Vegas Vacation,"$36,400,360","$36,400,360",100%,-,-
66,The Little Mermaid 1997 Re-release,"$36,325,688","$27,187,616",74.8%,"$9,138,072",25.2%
67,Selena,"$35,281,794","$35,281,794",100%,-,-
68,Addicted to Love,"$34,673,095","$34,673,095",100%,-,-
69,The Relic,"$33,956,608","$33,956,608",100%,-,-
70,The Eighth Day,"$33,031,984","$416,401",1.3%,"$32,615,583",98.7%
71,For Richer or Poorer,"$32,748,995","$31,642,995",96.6%,"$1,106,000",3.4%
72,Metro,"$32,000,301","$32,000,301",100%,-,-
73,Beverly Hills Ninja,"$31,480,418","$31,480,418",100%,-,-
74,Out to Sea,"$30,716,901","$29,022,252",94.5%,"$1,694,649",5.5%
75,Fools Rush In,"$29,481,428","$29,481,428",100%,-,-
76,Romy and Michele's High School Reunion,"$29,235,353","$29,235,353",100%,-,-
77,Fathers' Day,"$28,598,376","$28,598,376",100%,-,-
78,Grosse Pointe Blank,"$28,084,357","$28,084,357",100%,-,-
79,Event Horizon,"$26,673,242","$26,673,242",100%,-,-
80,An American Werewolf in Paris,"$26,570,463","$26,570,463",100%,-,-
81,Murder at 1600,"$25,804,707","$25,804,707",100%,-,-
82,Mimic,"$25,480,490","$25,480,490",100%,-,-
83,Midnight in the Garden of Good and Evil,"$25,105,255","$25,105,255",100%,-,-
84,Good Burger,"$23,712,993","$23,712,993",100%,-,-
85,Hoodlum,"$23,499,102","$23,499,102",100%,-,-
86,Air Bud,"$23,144,499","$23,144,499",100%,-,-
87,Red Corner,"$22,459,274","$22,459,274",100%,-,-
88,First Strike,"$21,890,845","$15,318,863",70%,"$6,571,982",30%
89,Mr. Magoo,"$21,437,192","$21,437,192",100%,-,-
90,Booty Call,"$20,050,376","$20,050,376",100%,-,-
91,The Apostle,"$19,868,354","$19,868,354",100%,-,-
92,Gone Fishin',"$19,745,922","$19,745,922",100%,-,-
93,Thrill Ride: The Science of Fun,"$18,798,590","$18,798,590",100%,-,-
94,That Darn Cat,"$18,301,610","$18,301,610",100%,-,-
95,The Postman,"$17,626,234","$17,626,234",100%,-,-
96,That Old Feeling,"$16,574,176","$16,574,176",100%,-,-
97,The Boxer,"$16,534,578","$5,980,578",36.2%,"$10,554,000",63.8%
98,Fire Down Below,"$16,228,448","$16,228,448",100%,-,-
99,Wishmaster,"$15,738,769","$15,738,769",100%,-,-
100,RocketMan,"$15,448,043","$15,448,043",100%,-,-
101,Eve's Bayou,"$14,842,388","$14,842,388",100%,-,-
102,The Sixth Man,"$14,772,788","$14,772,788",100%,-,-
103,Trial and Error,"$14,598,571","$13,602,831",93.2%,"$995,740",6.8%
104,Excess Baggage,"$14,515,490","$14,515,490",100%,-,-
105,FairyTale: A True Story,"$14,059,077","$14,059,077",100%,-,-
106,How to Be a Player,"$14,009,368","$14,009,368",100%,-,-
107,The Man Who Knew Too Little,"$13,717,039","$13,717,039",100%,-,-
108,The Wings of the Dove,"$13,692,848","$13,692,848",100%,-,-
109,Rosewood,"$13,130,349","$13,130,349",100%,-,-
110,Love Jones,"$12,782,749","$12,479,335",97.6%,"$303,414",2.4%
111,Gattaca,"$12,532,777","$12,532,777",100%,-,-
112,Chasing Amy,"$12,021,272","$12,021,272",100%,-,-
113,Most Wanted,"$11,838,218","$6,391,946",54%,"$5,446,272",46%
114,Turbulence,"$11,538,235","$11,538,235",100%,-,-
115,The Beautician and the Beast,"$11,486,880","$11,486,880",100%,-,-
116,Double Team,"$11,438,337","$11,438,337",100%,-,-
117,Leave It to Beaver,"$10,925,060","$10,925,060",100%,-,-
118,Deconstructing Harry,"$10,686,841","$10,686,841",100%,-,-
119,Mad City,"$10,541,523","$10,541,523",100%,-,-
120,Operation Condor,"$10,405,394","$10,405,394",100%,-,-
121,Buddy,"$10,113,400","$10,113,400",100%,-,-
122,Night Falls on Manhattan,"$9,889,670","$9,889,670",100%,-,-
123,Turbo: A Power Rangers Movie,"$9,615,840","$8,363,899",87%,"$1,251,941",13%
124,Shall We Dance?,"$9,499,091","$9,499,091",100%,-,-
125,Fierce Creatures,"$9,381,260","$9,381,260",100%,-,-
126,Mrs. Brown,"$9,229,808","$9,229,808",100%,-,-
127,Ulee's Gold,"$9,161,691","$9,161,691",100%,-,-
128,A Simple Wish,"$8,345,056","$8,345,056",100%,-,-
129,The Ice Storm,"$8,038,061","$8,038,061",100%,-,-
130,A Thousand Acres,"$7,936,780","$7,936,780",100%,-,-
131,Sprung,"$7,575,028","$7,575,028",100%,-,-
132,Wild America,"$7,342,923","$7,342,923",100%,-,-
133,B*A*P*S,"$7,338,279","$7,246,735",98.8%,"$91,544",1.2%
134,She's So Lovely,"$7,281,450","$7,281,450",100%,-,-
135,Zeus and Roxanne,"$7,233,324","$7,233,324",100%,-,-
136,U Turn,"$6,682,098","$6,682,098",100%,-,-
137,Warriors of Virtue,"$6,524,620","$6,524,620",100%,-,-
138,Switchback,"$6,492,660","$6,492,660",100%,-,-
139,Kull the Conqueror,"$6,112,613","$6,112,613",100%,-,-
140,Inventing the Abbotts,"$5,936,344","$5,936,344",100%,-,-
141,Gang Related,"$5,906,773","$5,906,773",100%,-,-
142,Kolya,"$5,770,254","$5,770,254",100%,-,-
143,One Eight Seven,"$5,727,130","$5,727,130",100%,-,-
144,Kundun,"$5,684,789","$5,684,789",100%,-,-
145,Gridlock'd,"$5,571,205","$5,571,205",100%,-,-
146,Dangerous Ground,"$5,406,742","$5,303,931",98.1%,"$102,811",1.9%
147,Les Boys,"$4,602,341","$4,602,341",100%,-,-
148,McHale's Navy,"$4,529,843","$4,529,843",100%,-,-
149,A Life Less Ordinary,"$4,366,722","$4,366,722",100%,-,-
150,Playing God,"$4,166,918","$4,166,918",100%,-,-
151,Kama Sutra: A Tale of Love,"$4,109,095","$4,109,095",100%,-,-
152,Meet Wally Sparks,"$4,073,582","$4,073,582",100%,-,-
153,Lost Highway,"$3,675,201","$3,675,201",100%,-,-
154,8 Heads in a Duffel Bag,"$3,602,884","$3,602,884",100%,-,-
155,The Pest,"$3,600,616","$3,600,616",100%,-,-
156,Cats Don't Dance,"$3,566,637","$3,566,637",100%,-,-
157,'Til There Was You,"$3,525,125","$3,525,125",100%,-,-
158,Free Willy 3: The Rescue,"$3,446,539","$3,446,539",100%,-,-
159,The MatchMaker,"$3,392,080","$3,392,080",100%,-,-
160,A Smile Like Yours,"$3,330,352","$3,330,352",100%,-,-
161,The Sweet Hereafter,"$3,263,585","$3,263,585",100%,-,-
162,Love! Valour! Compassion!,"$2,977,807","$2,977,807",100%,-,-
163,Waiting for Guffman,"$2,923,982","$2,923,982",100%,-,-
164,In the Company of Men,"$2,804,473","$2,804,473",100%,-,-
165,One Night Stand,"$2,642,983","$2,642,983",100%,-,-
166,Brassed Off,"$2,576,331","$2,576,331",100%,-,-
167,Afterglow,"$2,465,960","$2,465,960",100%,-,-
168,Career Girls,"$2,416,734","$2,416,734",100%,-,-
169,Smilla's Sense of Snow,"$2,372,903","$2,372,903",100%,-,-
170,The Pillow Book,"$2,372,744","$2,372,744",100%,-,-
171,Shadow Conspiracy,"$2,312,463","$2,312,463",100%,-,-
172,Snowriders II,"$2,287,639","$2,287,639",100%,-,-
173,Ma Vie en Rose,"$2,162,043","$2,162,043",100%,-,-
174,The Daytrippers,"$2,099,677","$2,099,677",100%,-,-
175,Paradise Road,"$2,007,100","$2,007,100",100%,-,-
176,Masterminds,"$1,935,539","$1,935,539",100%,-,-
177,"Kiss Me, Guido","$1,918,497","$1,918,497",100%,-,-
178,Washington Square,"$1,851,761","$1,851,761",100%,-,-
179,Steel,"$1,710,972","$1,710,972",100%,-,-
180,Rhyme & Reason,"$1,608,277","$1,608,277",100%,-,-
181,City of Industry,"$1,568,258","$1,568,258",100%,-,-
182,When the Cat's Away,"$1,474,628","$1,474,628",100%,-,-
183,Ponette,"$1,300,377","$1,300,377",100%,-,-
184,The Godfather 1997 Re-release,"$1,267,490","$1,267,490",100%,-,-
185,Temptress Moon,"$1,100,788","$1,100,788",100%,-,-
186,Blood and Wine,"$1,094,668","$1,094,668",100%,-,-
187,The Tango Lesson,"$1,080,192","$1,080,192",100%,-,-
188,Shiloh,"$1,007,822","$1,007,822",100%,-,-
189,Female Perversions,"$926,954","$926,954",100%,-,-
190,When Night Is Falling,"$919,671","$919,671",100%,-,-
191,Guantanamera,"$903,840","$903,840",100%,-,-
192,Prisoner of the Mountains,"$890,078","$790,078",88.8%,"$100,000",11.2%
193,"Fast, Cheap & Out of Control","$878,960","$878,960",100%,-,-
194,The Winter Guest,"$870,290","$870,290",100%,-,-
195,Anna Karenina,"$858,553","$858,553",100%,-,-
196,Children of the Revolution,"$838,368","$838,368",100%,-,-
197,Dirty Dancing 1997 Re-release,"$817,925","$507,892",62.1%,"$310,033",37.9%
198,Kiss or Kill,"$796,681","$796,681",100%,-,-
199,Box of Moonlight,"$782,641","$782,641",100%,-,-
200,The Van,"$712,095","$712,095",100%,-,-
201,Contempt,"$706,604","$706,604",100%,-,-
202,A Chef in Love,"$686,704","$686,704",100%,-,-
203,Star Maps,"$661,465","$661,465",100%,-,-
204,SubUrbia,"$656,747","$656,747",100%,-,-
205,The House of Yes,"$626,057","$626,057",100%,-,-
206,Love Serenade,"$604,523","$604,523",100%,-,-
207,The Promise,"$592,543","$592,543",100%,-,-
208,Prefontaine,"$589,304","$589,304",100%,-,-
209,Das Boot 1997 Director's Cut,"$572,426","$572,426",100%,-,-
210,Commandments,"$548,561","$548,561",100%,-,-
211,Dream with the Fishes,"$543,708","$543,708",100%,-,-
212,Broken English,"$541,377","$541,377",100%,-,-
213,Traveller,"$534,010","$534,010",100%,-,-
214,Boys Life 2,"$532,654","$532,654",100%,-,-
215,Gabbeh,"$532,629","$532,629",100%,-,-
216,The Myth of Fingerprints,"$523,025","$523,025",100%,-,-
217,Pippi Longstocking,"$505,335","$505,335",100%,-,-
218,Bent,"$496,059","$496,059",100%,-,-
219,Flamenco,"$480,941","$480,941",100%,-,-
220,Touch,"$387,069","$387,069",100%,-,-
221,The End of Violence,"$386,673","$386,673",100%,-,-
222,The Second Jungle Book: Mowgli & Baloo,"$346,056","$346,056",100%,-,-
223,Albino Alligator,"$339,379","$339,379",100%,-,-
224,Welcome to Sarajevo,"$334,319","$334,319",100%,-,-
225,The Assignment,"$332,597","$332,597",100%,-,-
226,Kissed,"$329,211","$329,211",100%,-,-
227,The Education of Little Tree,"$323,411","$323,411",100%,-,-
228,Happy Together,"$320,319","$320,319",100%,-,-
229,Telling Lies in America,"$318,809","$318,809",100%,-,-
230,Lilies,"$301,548","$301,548",100%,-,-
231,Different for Girls,"$300,645","$300,645",100%,-,-
232,Love and Other Catastrophes,"$294,212","$294,212",100%,-,-
233,Bliss,"$294,064","$294,064",100%,-,-
234,All Over Me,"$292,577","$292,577",100%,-,-
235,Irma Vep,"$282,310","$282,310",100%,-,-
236,The Swan Princess: Escape from Castle Mountain,"$273,644","$273,644",100%,-,-
237,Hollow Reed,"$265,732","$265,732",100%,-,-
238,The Graduate 1997 Re-release,"$259,279","$259,279",100%,-,-
239,Rough Magic,"$247,202","$247,202",100%,-,-
240,Hard Eight,"$222,559","$222,559",100%,-,-
241,Critical Care,"$221,193","$221,193",100%,-,-
242,The Designated Mourner,"$215,292","$215,292",100%,-,-
243,Latin Boys Go to Hell,"$199,033","$199,033",100%,-,-
244,Nowhere,"$194,201","$194,201",100%,-,-
245,Underground,"$171,082","$171,082",100%,-,-
246,Hotel de Love,"$165,845","$165,845",100%,-,-
247,Paperback Romance,"$151,068","$151,068",100%,-,-
248,Waco: The Rules of Engagement,"$142,193","$142,193",100%,-,-
249,Texas Chainsaw Massacre: The Next Generation 1997 Re-release,"$141,626","$141,626",100%,-,-
250,Troublesome Creek: A Midwestern,"$140,000","$140,000",100%,-,-
251,4 Little Girls,"$130,146","$130,146",100%,-,-
252,Twin Town,"$127,923","$127,923",100%,-,-
253,Roseanna's Grave,"$123,330","$123,330",100%,-,-
254,"Truth or Consequences, N.M.","$122,046","$109,261",89.5%,"$12,785",10.5%
255,Gummo,"$116,799","$116,799",100%,-,-
256,Going All the Way,"$113,069","$113,069",100%,-,-
257,The Ride,"$86,307","$86,307",100%,-,-
258,Ripe,"$79,727","$79,727",100%,-,-
259,Office Killer,"$76,054","$76,054",100%,-,-
260,The Long Way Home,"$60,509","$60,509",100%,-,-
261,Keys to Tulsa,"$57,252","$57,252",100%,-,-
262,Intimate Relations,"$53,662","$53,662",100%,-,-
263,Reggie's Prayer,"$52,665","$52,665",100%,-,-
264,A Brother's Kiss,"$52,632","$52,632",100%,-,-
265,Follow Me Home,"$52,155","$52,155",100%,-,-
266,Will It Snow for Christmas?,"$51,950","$51,950",100%,-,-
267,Julian Po,"$51,942","$51,942",100%,-,-
268,"This World, Then the Fireworks","$51,618","$51,618",100%,-,-
269,Fall,"$51,266","$51,266",100%,-,-
270,Johns,"$50,789","$50,789",100%,-,-
271,Hamsun,"$50,000","$50,000",100%,-,-
272,The Last Time I Committed Suicide,"$46,362","$46,362",100%,-,-
273,Red Cherry,"$44,846","$44,846",100%,-,-
274,Bandwagon,"$44,544","$44,544",100%,-,-
275,Wedding Bell Blues,"$44,052","$44,052",100%,-,-
276,Mandela,"$42,056","$42,056",100%,-,-
277,Nothing Personal,"$40,374","$40,374",100%,-,-
278,The Locusts,"$40,158","$40,158",100%,-,-
279,Good Luck,"$39,962","$39,962",100%,-,-
280,Drunks,"$38,268","$38,268",100%,-,-
281,Koyla,"$37,795","$37,795",100%,-,-
282,Gentlemen Don't Eat Poets,"$35,855","$35,855",100%,-,-
283,Cosi,"$35,489","$35,489",100%,-,-
284,Head Above Water,"$32,212","$32,212",100%,-,-
285,The Substance of Fire,"$31,638","$31,638",100%,-,-
286,Soul in the Hole,"$30,697","$30,697",100%,-,-
287,Gray's Anatomy,"$29,090","$29,090",100%,-,-
288,Forgotten Silver,"$26,459","$26,459",100%,-,-
289,The Winner,"$26,004","$26,004",100%,-,-
290,For Ever Mozart,"$25,000","$25,000",100%,-,-
291,Trojan Eddie,"$21,264","$21,264",100%,-,-
292,"I Love You, I Love You Not","$20,677","$20,677",100%,-,-
293,Hugo Pool,"$13,330","$13,330",100%,-,-
294,Breaking Up,"$11,690","$11,690",100%,-,-
295,Schizopolis,"$10,580","$10,580",100%,-,-
296,I Was a Jewish Sex Worker,"$8,526","$8,526",100%,-,-
297,The Innocent Sleep,"$8,225","$8,225",100%,-,-
298,Brothers in Trouble,"$8,000","$8,000",100%,-,-
299,Cold Around the Heart,"$5,171","$5,171",100%,-,-
300,Guy,"$4,134","$4,134",100%,-,-
301,Childhood's End,"$3,804","$3,804",100%,-,-
302,Beyond Barbed Wire,"$3,109","$3,109",100%,-,-
303,Trojan War,$309,$309,100%,-,-
